user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date
735029,1978/2/28,F,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2023/4/9
736075,1997/1/15,F,FALSE,FALSE,canada,toronto,YTZ,43.627,-79.396,2023/4/10
736833,1980/9/19,F,TRUE,TRUE,usa,richmond,RIC,37.505,-77.319,2023/4/10
739139,2001/7/6,F,FALSE,FALSE,usa,birmingham,BHM,33.563,-86.753,2023/4/11
739518,1984/1/7,F,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2023/4/11
739734,1972/2/1,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2023/4/11
741773,1984/11/1,F,TRUE,TRUE,usa,minneapolis,MSP,44.88,-93.217,2023/4/12
742639,1971/4/13,F,TRUE,TRUE,usa,oklahoma city,TIK,35.415,-97.386,2023/4/12
745292,1968/11/25,M,FALSE,FALSE,canada,windsor,YQG,42.276,-82.956,2023/4/13
746934,1999/9/18,F,FALSE,FALSE,usa,baltimore,BWI,39.175,-76.668,2023/4/14
748759,1998/4/19,F,FALSE,FALSE,usa,amarillo,AMA,35.219,-101.706,2023/4/14
750982,1972/12/28,F,FALSE,FALSE,usa,new york,JFK,40.64,-73.779,2023/4/15
751545,1975/11/4,F,TRUE,TRUE,usa,phoenix,LUF,33.535,-112.383,2023/4/15
756030,1988/6/16,F,FALSE,TRUE,usa,tucson,DMA,32.166,-110.883,2023/4/17
760304,1986/9/21,F,FALSE,FALSE,usa,tulsa,TUL,36.198,-95.888,2023/4/18
763129,1969/4/9,F,FALSE,FALSE,usa,tulsa,TUL,36.198,-95.888,2023/4/19
763792,1978/11/2,F,TRUE,FALSE,canada,edmonton,YED,53.667,-113.467,2023/4/19
765745,1958/7/10,F,TRUE,FALSE,usa,san francisco,SFO,37.619,-122.375,2023/4/20
768291,1963/7/26,F,FALSE,TRUE,usa,dallas,DAL,32.847,-96.852,2023/4/21
777846,1979/5/7,F,TRUE,TRUE,usa,new york,JFK,40.64,-73.779,2023/4/24
785107,1977/7/28,F,FALSE,FALSE,usa,portland,PDX,45.589,-122.597,2023/4/27
796032,1972/12/28,F,TRUE,FALSE,canada,winnipeg,YAV,50.056,-97.032,2023/5/1
801660,1969/11/2,F,TRUE,TRUE,canada,toronto,YKZ,43.862,-79.37,2023/5/3
94883,1972/3/16,F,TRUE,FALSE,usa,kansas city,MCI,39.297,-94.714,2022/2/7
101486,1972/12/7,F,TRUE,TRUE,usa,tacoma,TCM,47.138,-122.476,2022/2/17
101961,1980/9/14,F,TRUE,FALSE,usa,boston,BOS,42.364,-71.005,2022/2/17
106907,1978/11/17,F,TRUE,TRUE,usa,miami,TNT,25.862,-80.897,2022/2/24
118043,1972/5/4,F,FALSE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/3/10
149058,1973/1/22,F,FALSE,TRUE,usa,birmingham,BHM,33.563,-86.753,2022/4/14
153982,1978/8/15,F,FALSE,TRUE,canada,toronto,YKZ,43.862,-79.37,2022/4/19
167852,2006/2/16,F,FALSE,FALSE,usa,tampa,MCF,27.849,-82.521,2022/5/3
174997,1991/11/1,F,FALSE,FALSE,usa,grand rapids,GRR,42.881,-85.523,2022/5/10
181157,1970/8/10,F,TRUE,FALSE,usa,houston,HOU,29.645,-95.279,2022/5/15
190866,1986/9/24,F,FALSE,FALSE,usa,tallahassee,TLH,30.396,-84.35,2022/5/24
204997,1985/8/26,F,TRUE,FALSE,usa,kansas city,MCI,39.297,-94.714,2022/6/6
217114,2004/5/28,O,TRUE,TRUE,usa,long beach,LGB,33.818,-118.151,2022/6/17
228195,1997/2/26,F,FALSE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/6/26
229009,2006/8/27,F,FALSE,FALSE,usa,stockton,SCK,37.894,-121.239,2022/6/27
252835,1986/1/20,F,FALSE,TRUE,usa,chicago,ORD,41.979,-87.904,2022/7/18
281952,1987/1/23,F,FALSE,FALSE,usa,louisville,LOU,38.228,-85.664,2022/8/11
283325,1973/5/15,F,TRUE,FALSE,usa,dallas,DAL,32.847,-96.852,2022/8/12
298253,1977/8/1,F,TRUE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/8/24
299476,1985/5/19,F,TRUE,FALSE,usa,atlanta,ATL,33.64,-84.427,2022/8/25
306165,2003/4/13,F,FALSE,FALSE,usa,cleveland,CLE,41.412,-81.85,2022/8/31
312488,1993/6/27,M,TRUE,FALSE,usa,new york,JFK,40.64,-73.779,2022/9/5
316527,1982/7/17,F,TRUE,TRUE,canada,winnipeg,YWG,49.91,-97.234,2022/9/8
330764,1985/2/6,F,FALSE,FALSE,usa,detroit,DET,42.409,-83.01,2022/9/20
330893,1980/12/16,F,TRUE,TRUE,usa,oklahoma city,OKC,35.393,-97.601,2022/9/20
337227,1989/6/25,F,TRUE,FALSE,usa,santa ana,SNA,33.676,-117.868,2022/9/25
338086,1983/12/13,F,FALSE,TRUE,usa,washington,IAD,38.944,-77.456,2022/9/25
340166,1973/5/17,M,TRUE,TRUE,usa,san francisco,SFO,37.619,-122.375,2022/9/27
347778,1974/7/20,F,FALSE,FALSE,usa,las vegas,LSV,36.236,-115.034,2022/10/3
348863,1957/1/13,F,TRUE,FALSE,usa,san antonio,SKF,29.384,-98.581,2022/10/4
350648,2006/3/2,F,FALSE,FALSE,usa,lincoln,LNK,40.851,-96.759,2022/10/5
353271,1997/9/5,F,FALSE,TRUE,usa,milwaukee,MKE,42.947,-87.896,2022/10/7
353694,1984/6/17,F,FALSE,TRUE,usa,new york,LGA,40.777,-73.872,2022/10/7
354050,1974/5/28,F,FALSE,FALSE,usa,detroit,DET,42.409,-83.01,2022/10/7
354260,1974/9/27,F,FALSE,FALSE,usa,providence,PVD,41.724,-71.428,2022/10/7
354311,1978/7/12,F,TRUE,FALSE,usa,tucson,DMA,32.166,-110.883,2022/10/8
357737,1982/10/4,F,TRUE,TRUE,usa,san diego,SAN,32.733,-117.189,2022/10/10
359072,1972/12/9,F,TRUE,TRUE,canada,montreal,YUL,45.468,-73.741,2022/10/11
359080,1982/5/9,F,TRUE,FALSE,usa,new york,JFK,40.64,-73.779,2022/10/11
361459,1982/9/16,F,TRUE,TRUE,usa,houston,EFD,29.607,-95.159,2022/10/13
365825,1979/5/10,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/10/16
372970,1990/4/1,F,FALSE,FALSE,usa,charlotte,CLT,35.214,-80.943,2022/10/21
373489,1986/12/8,F,TRUE,TRUE,usa,wichita,ICT,37.65,-97.433,2022/10/21
374331,1981/12/1,M,FALSE,FALSE,usa,milwaukee,MKE,42.947,-87.896,2022/10/22
374341,1998/7/15,F,FALSE,FALSE,usa,detroit,YIP,42.238,-83.53,2022/10/22
375160,2003/11/23,F,FALSE,FALSE,usa,houston,EFD,29.607,-95.159,2022/10/22
375729,1971/4/12,F,FALSE,FALSE,usa,atlanta,ATL,33.64,-84.427,2022/10/23
375751,1974/2/9,F,TRUE,FALSE,usa,cleveland,CLE,41.412,-81.85,2022/10/23
376159,1982/1/24,F,FALSE,FALSE,usa,long beach,LGB,33.818,-118.151,2022/10/23
377411,1986/5/24,F,TRUE,FALSE,canada,montreal,YMX,45.68,-74.039,2022/10/24
378565,1983/9/27,F,TRUE,TRUE,usa,nashville,BNA,36.124,-86.678,2022/10/25
380434,1974/7/2,F,TRUE,TRUE,usa,oklahoma city,TIK,35.415,-97.386,2022/10/26
380757,1977/12/19,F,FALSE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/10/26
380949,1978/2/3,F,FALSE,FALSE,usa,san antonio,SAT,29.534,-98.47,2022/10/26
382181,1987/12/26,F,TRUE,FALSE,canada,halifax,YHZ,44.881,-63.509,2022/10/27
382384,1967/6/15,F,TRUE,FALSE,usa,st. petersburg,PIE,27.911,-82.687,2022/10/27
382533,2006/4/14,F,FALSE,FALSE,usa,long beach,LGB,33.818,-118.151,2022/10/27
385689,1974/10/8,F,FALSE,TRUE,usa,nashville,BNA,36.124,-86.678,2022/10/29
386255,1992/4/5,F,FALSE,TRUE,usa,mobile,BFM,30.626,-88.068,2022/10/30
386469,2006/10/16,F,FALSE,FALSE,usa,stockton,SCK,37.894,-121.239,2022/10/30
388328,1973/11/28,F,TRUE,TRUE,canada,toronto,YYZ,43.677,-79.631,2022/10/31
388767,1979/9/13,F,TRUE,TRUE,usa,tallahassee,TLH,30.396,-84.35,2022/10/31
388947,1983/11/6,M,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2022/10/31
389434,1982/5/3,F,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2022/11/1
389662,1985/8/9,F,FALSE,FALSE,usa,fresno,FAT,36.776,-119.718,2022/11/1
389759,1991/6/2,F,FALSE,TRUE,usa,anchorage,ANC,61.174,-149.996,2022/11/1
390811,1983/7/26,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/11/1
392453,1966/6/11,F,FALSE,FALSE,usa,el paso,ELP,31.807,-106.378,2022/11/2
395981,1972/8/17,F,TRUE,FALSE,canada,vancouver,YVR,49.195,-123.182,2022/11/4
399218,1980/5/25,F,TRUE,TRUE,usa,fort worth,FTW,32.82,-97.362,2022/11/7
400275,1968/5/27,F,TRUE,TRUE,usa,phoenix,LUF,33.535,-112.383,2022/11/7
401245,1996/1/15,F,FALSE,FALSE,usa,omaha,OFF,41.118,-95.913,2022/11/8
402332,1992/1/10,F,FALSE,FALSE,usa,sacramento,MCC,38.667,-121.401,2022/11/8
403881,1980/4/3,F,FALSE,FALSE,usa,san diego,NZY,32.699,-117.215,2022/11/9
404879,1985/6/18,F,TRUE,FALSE,usa,newark,EWR,40.692,-74.169,2022/11/10
407250,1987/7/25,F,FALSE,FALSE,usa,laredo,LRD,27.544,-99.461,2022/11/11
407275,1982/3/28,F,FALSE,FALSE,usa,philadelphia,PNE,40.082,-75.011,2022/11/11
408551,1980/10/24,F,TRUE,TRUE,usa,chicago,UGN,42.422,-87.868,2022/11/12
409073,1981/9/6,F,TRUE,FALSE,usa,sacramento,MCC,38.667,-121.401,2022/11/12
413340,1976/9/6,F,TRUE,TRUE,usa,nashville,BNA,36.124,-86.678,2022/11/15
413658,1972/9/4,F,TRUE,TRUE,usa,philadelphia,PNE,40.082,-75.011,2022/11/15
415381,1978/3/13,F,TRUE,FALSE,usa,chicago,UGN,42.422,-87.868,2022/11/16
416319,1969/1/2,F,TRUE,FALSE,usa,new york,LGA,40.777,-73.872,2022/11/16
418692,1984/10/9,F,FALSE,FALSE,usa,fort worth,FTW,32.82,-97.362,2022/11/17
420669,1973/2/4,F,TRUE,TRUE,canada,calgary,YYC,51.114,-114.02,2022/11/18
421870,1994/6/25,M,TRUE,TRUE,usa,little rock,LIT,34.729,-92.224,2022/11/19
422668,2006/5/18,F,FALSE,FALSE,usa,houston,HOU,29.645,-95.279,2022/11/20
424553,1975/1/14,F,TRUE,FALSE,usa,oklahoma city,TIK,35.415,-97.386,2022/11/21
425632,1978/10/14,F,TRUE,FALSE,usa,tampa,MCF,27.849,-82.521,2022/11/21
425953,1986/4/24,F,TRUE,FALSE,usa,nashville,BNA,36.124,-86.678,2022/11/22
425966,1968/2/5,F,TRUE,FALSE,usa,las vegas,LAS,36.08,-115.152,2022/11/22
428552,1987/3/4,F,TRUE,FALSE,usa,new york,LGA,40.777,-73.872,2022/11/23
428858,2003/3/13,F,FALSE,FALSE,usa,san diego,NZY,32.699,-117.215,2022/11/23
429345,1958/2/5,M,TRUE,TRUE,usa,tallahassee,TLH,30.396,-84.35,2022/11/23
429375,1990/4/18,F,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2022/11/23
430722,1995/11/11,M,FALSE,FALSE,usa,mobile,BFM,30.626,-88.068,2022/11/24
431746,1983/8/10,F,FALSE,FALSE,usa,des moines,DSM,41.534,-93.663,2022/11/25
431899,1980/4/23,F,TRUE,FALSE,usa,seattle,SEA,47.449,-122.309,2022/11/25
431912,1988/8/27,F,FALSE,TRUE,usa,detroit,DET,42.409,-83.01,2022/11/25
432333,1974/6/23,F,TRUE,TRUE,usa,milwaukee,MKE,42.947,-87.896,2022/11/25
433080,1980/2/18,F,TRUE,FALSE,usa,colorado springs,COS,38.806,-104.7,2022/11/26
433339,1998/6/10,F,FALSE,TRUE,usa,detroit,DET,42.409,-83.01,2022/11/26
435596,1970/11/28,F,FALSE,FALSE,usa,houston,EFD,29.607,-95.159,2022/11/27
435882,1972/11/19,F,TRUE,FALSE,usa,washington,DCA,38.852,-77.037,2022/11/27
436320,1974/8/9,F,TRUE,TRUE,usa,milwaukee,MKE,42.947,-87.896,2022/11/27
436894,1982/4/26,F,TRUE,FALSE,usa,louisville,LOU,38.228,-85.664,2022/11/28
437069,1981/2/2,F,FALSE,FALSE,usa,tucson,DMA,32.166,-110.883,2022/11/28
437162,1993/7/23,F,FALSE,FALSE,usa,madison,MSN,43.14,-89.337,2022/11/28
437251,1980/9/28,F,FALSE,FALSE,canada,london,YXU,43.036,-81.154,2022/11/28
438189,1987/10/7,F,TRUE,FALSE,usa,fort worth,FTW,32.82,-97.362,2022/11/28
438839,1974/5/9,F,FALSE,TRUE,usa,new york,JFK,40.64,-73.779,2022/11/29
438937,1986/8/28,F,FALSE,FALSE,usa,sacramento,SMF,38.695,-121.591,2022/11/29
438985,1994/3/18,F,FALSE,FALSE,usa,new york,JFK,40.64,-73.779,2022/11/29
440212,1984/12/8,F,TRUE,TRUE,usa,winston-salem,INT,36.134,-80.222,2022/11/29
441205,1977/6/12,F,TRUE,TRUE,usa,san antonio,RND,29.529,-98.279,2022/11/30
441982,1976/11/26,F,FALSE,FALSE,usa,new york,JFK,40.64,-73.779,2022/11/30
442484,1980/9/28,F,TRUE,FALSE,usa,houston,EFD,29.607,-95.159,2022/12/1
442718,1975/6/5,F,TRUE,TRUE,usa,new york,JFK,40.64,-73.779,2022/12/1
442833,1984/9/21,F,TRUE,FALSE,canada,calgary,YYC,51.114,-114.02,2022/12/1
443305,2002/10/27,F,FALSE,FALSE,usa,chicago,ORD,41.979,-87.904,2022/12/1
444885,1991/4/20,F,TRUE,FALSE,usa,amarillo,AMA,35.219,-101.706,2022/12/2
446138,1984/10/2,F,TRUE,FALSE,usa,houston,IAH,29.98,-95.34,2022/12/2
447737,1981/12/25,F,FALSE,FALSE,canada,calgary,YYC,51.114,-114.02,2022/12/3
447951,1981/9/21,F,FALSE,FALSE,usa,columbus,LCK,39.814,-82.928,2022/12/3
448025,1994/9/27,F,FALSE,FALSE,canada,montreal,YHU,45.517,-73.417,2022/12/3
448154,1968/7/26,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/4
448295,1972/9/19,M,TRUE,FALSE,usa,lubbock,LBB,33.664,-101.823,2022/12/4
449326,1985/4/9,F,FALSE,FALSE,canada,halifax,YAW,44.64,-63.499,2022/12/4
449980,2006/1/25,F,FALSE,FALSE,canada,winnipeg,YAV,50.056,-97.032,2022/12/5
450164,1987/2/3,F,TRUE,FALSE,usa,phoenix,PHX,33.434,-112.008,2022/12/5
450193,1989/3/8,F,FALSE,FALSE,canada,montreal,YUL,45.468,-73.741,2022/12/5
451291,1969/10/2,F,TRUE,FALSE,usa,st. louis,STL,38.748,-90.36,2022/12/5
452034,1974/7/25,F,FALSE,FALSE,usa,cleveland,CLE,41.412,-81.85,2022/12/6
452532,1991/6/5,F,FALSE,FALSE,usa,el paso,ELP,31.807,-106.378,2022/12/6
452594,1980/1/14,F,FALSE,TRUE,usa,las vegas,LSV,36.236,-115.034,2022/12/6
452612,1981/5/5,F,TRUE,TRUE,usa,rochester,ROC,43.119,-77.672,2022/12/6
453168,1977/11/23,F,TRUE,FALSE,usa,new york,LGA,40.777,-73.872,2022/12/6
454934,1982/1/4,F,TRUE,FALSE,usa,tacoma,TCM,47.138,-122.476,2022/12/7
456318,1993/11/22,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/8
456663,1986/8/3,F,TRUE,TRUE,usa,new york,LGA,40.777,-73.872,2022/12/8
456671,1986/5/2,F,FALSE,FALSE,usa,san antonio,SAT,29.534,-98.47,2022/12/8
457468,1983/8/12,F,TRUE,FALSE,usa,phoenix,LUF,33.535,-112.383,2022/12/8
458479,1978/12/8,F,FALSE,FALSE,usa,chicago,UGN,42.422,-87.868,2022/12/9
458725,2006/9/6,F,FALSE,FALSE,usa,montgomery,MXF,32.379,-86.362,2022/12/9
458762,1984/5/4,F,TRUE,TRUE,canada,montreal,YHU,45.517,-73.417,2022/12/9
458814,1991/10/28,F,FALSE,FALSE,usa,oklahoma city,OKC,35.393,-97.601,2022/12/9
458855,1993/11/26,F,TRUE,TRUE,usa,tucson,TUS,32.116,-110.941,2022/12/9
458919,1987/7/14,F,FALSE,FALSE,usa,fresno,FAT,36.776,-119.718,2022/12/9
459229,1982/6/20,F,TRUE,FALSE,usa,new york,LGA,40.777,-73.872,2022/12/9
460072,1974/12/26,M,FALSE,FALSE,usa,kansas city,MCI,39.297,-94.714,2022/12/10
460553,1969/6/9,F,TRUE,TRUE,usa,laredo,LRD,27.544,-99.461,2022/12/10
461559,1991/10/27,F,FALSE,FALSE,canada,victoria,YYJ,48.647,-123.426,2022/12/10
462894,1972/12/6,F,FALSE,FALSE,usa,columbus,LCK,39.814,-82.928,2022/12/11
463783,1973/12/14,F,FALSE,FALSE,usa,st. louis,STL,38.748,-90.36,2022/12/12
463867,1992/11/14,F,FALSE,FALSE,usa,detroit,DTW,42.212,-83.353,2022/12/12
464080,1953/5/27,F,TRUE,FALSE,canada,quebec,YQB,46.788,-71.398,2022/12/12
464239,1975/1/18,F,FALSE,FALSE,usa,columbus,CMH,39.998,-82.892,2022/12/12
465138,1986/12/15,F,FALSE,FALSE,usa,birmingham,BHM,33.563,-86.753,2022/12/12
465343,1971/7/12,F,TRUE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/12/12
465531,1990/3/25,F,TRUE,FALSE,usa,newark,EWR,40.692,-74.169,2022/12/12
465568,1974/6/22,F,TRUE,TRUE,usa,el paso,BIF,31.849,-106.38,2022/12/12
465731,1968/1/13,F,FALSE,FALSE,usa,phoenix,LUF,33.535,-112.383,2022/12/13
467092,2006/4/7,F,FALSE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/12/13
467339,1981/6/20,F,FALSE,TRUE,usa,san diego,SAN,32.733,-117.189,2022/12/13
467809,1977/4/21,F,FALSE,TRUE,usa,reno,RNO,39.498,-119.768,2022/12/14
467892,1992/7/17,F,FALSE,FALSE,usa,new york,JFK,40.64,-73.779,2022/12/14
468409,1974/8/10,F,TRUE,FALSE,usa,jacksonville,NZC,30.219,-81.876,2022/12/14
468832,1986/8/17,F,TRUE,FALSE,canada,montreal,YMX,45.68,-74.039,2022/12/14
469440,1979/10/20,F,TRUE,TRUE,usa,los angeles,LAX,33.942,-118.408,2022/12/14
469464,1977/11/16,F,TRUE,FALSE,usa,mobile,BFM,30.626,-88.068,2022/12/14
469699,1969/8/4,F,TRUE,TRUE,usa,new york,LGA,40.777,-73.872,2022/12/15
469824,1972/8/24,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/15
471161,1983/5/25,F,FALSE,FALSE,usa,houston,EFD,29.607,-95.159,2022/12/15
471186,1974/4/10,F,TRUE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/15
471649,1976/7/26,F,TRUE,TRUE,usa,fort worth,FTW,32.82,-97.362,2022/12/16
471687,1983/4/7,F,TRUE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/16
471935,1976/3/11,F,TRUE,FALSE,usa,laredo,LRD,27.544,-99.461,2022/12/16
471946,1979/4/7,F,TRUE,TRUE,usa,santa ana,SNA,33.676,-117.868,2022/12/16
472394,1981/11/9,F,FALSE,FALSE,usa,tucson,TUS,32.116,-110.941,2022/12/16
472446,2006/10/1,F,FALSE,FALSE,canada,toronto,YZD,43.742,-79.466,2022/12/16
473847,1992/8/4,F,FALSE,TRUE,usa,chicago,MDW,41.786,-87.752,2022/12/17
474007,2006/5/13,F,FALSE,FALSE,usa,chicago,ORD,41.979,-87.904,2022/12/17
474120,1980/11/17,M,FALSE,TRUE,canada,quebec,YQB,46.788,-71.398,2022/12/17
474239,1998/11/22,F,TRUE,TRUE,usa,el paso,BIF,31.849,-106.38,2022/12/17
474261,1990/5/4,F,FALSE,FALSE,canada,toronto,YZD,43.742,-79.466,2022/12/17
474278,1999/5/12,F,FALSE,FALSE,usa,portland,PWM,43.646,-70.309,2022/12/17
474464,1967/4/18,F,TRUE,FALSE,usa,new york,LGA,40.777,-73.872,2022/12/17
475060,1992/11/8,F,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2022/12/17
475467,1988/8/9,F,FALSE,FALSE,usa,san antonio,SAT,29.534,-98.47,2022/12/17
475531,1986/4/26,F,FALSE,FALSE,usa,detroit,YIP,42.238,-83.53,2022/12/17
476104,1974/1/4,F,FALSE,TRUE,usa,san jose,SJC,37.362,-121.929,2022/12/18
476124,1989/4/17,F,FALSE,FALSE,canada,edmonton,YED,53.667,-113.467,2022/12/18
476270,1973/5/9,M,FALSE,FALSE,canada,edmonton,YXD,53.573,-113.521,2022/12/18
476535,1975/8/19,F,FALSE,TRUE,canada,vancouver,YVR,49.195,-123.182,2022/12/18
476742,1975/7/28,M,FALSE,TRUE,usa,orlando,ORL,28.545,-81.333,2022/12/18
476956,1996/4/16,F,FALSE,FALSE,canada,montreal,YUL,45.468,-73.741,2022/12/18
477285,1972/5/1,F,TRUE,FALSE,usa,akron,AKR,41.038,-81.467,2022/12/18
477597,1976/9/8,F,TRUE,TRUE,usa,san diego,SAN,32.733,-117.189,2022/12/19
477730,1978/11/1,F,FALSE,FALSE,usa,san diego,SAN,32.733,-117.189,2022/12/19
477805,1990/11/5,F,FALSE,FALSE,usa,nashville,BNA,36.124,-86.678,2022/12/19
478291,1977/4/24,F,TRUE,TRUE,usa,new york,LGA,40.777,-73.872,2022/12/19
478533,1976/4/5,F,TRUE,FALSE,usa,phoenix,PHX,33.434,-112.008,2022/12/19
478801,1974/7/13,F,TRUE,FALSE,usa,wichita,ICT,37.65,-97.433,2022/12/19
478834,1983/8/3,M,FALSE,TRUE,usa,st. petersburg,SPG,27.765,-82.627,2022/12/19
479078,2006/5/3,M,FALSE,FALSE,usa,san francisco,SFO,37.619,-122.375,2022/12/19
480186,2000/3/9,F,FALSE,FALSE,usa,san jose,SJC,37.362,-121.929,2022/12/20
480690,1976/12/27,F,FALSE,FALSE,usa,louisville,LOU,38.228,-85.664,2022/12/20
480877,1976/1/17,F,TRUE,FALSE,usa,columbus,LCK,39.814,-82.928,2022/12/20
480895,1982/4/7,F,FALSE,FALSE,usa,san antonio,SKF,29.384,-98.581,2022/12/20
480975,1953/6/5,F,TRUE,FALSE,canada,montreal,YMX,45.68,-74.039,2022/12/20
481358,2006/2/2,F,FALSE,FALSE,usa,dallas,DAL,32.847,-96.852,2022/12/20
481622,1982/2/9,F,TRUE,FALSE,canada,london,YXU,43.036,-81.154,2022/12/21
481772,1990/7/10,F,FALSE,FALSE,usa,oakland,OAK,37.721,-122.221,2022/12/21
481781,1949/2/21,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/21
482335,1981/11/8,F,FALSE,FALSE,usa,houston,HOU,29.645,-95.279,2022/12/21
482424,1984/2/11,F,FALSE,FALSE,usa,portland,PDX,45.589,-122.597,2022/12/21
482548,1995/6/4,F,FALSE,TRUE,usa,houston,HOU,29.645,-95.279,2022/12/21
482602,1979/9/23,F,FALSE,FALSE,usa,chicago,MDW,41.786,-87.752,2022/12/21
482621,1976/9/28,F,TRUE,TRUE,usa,new york,LGA,40.777,-73.872,2022/12/21
483345,1979/7/13,F,TRUE,TRUE,usa,new york,LGA,40.777,-73.872,2022/12/22
483483,1978/6/18,F,TRUE,TRUE,canada,hamilton,YHM,43.173,-79.935,2022/12/22
483525,1978/7/13,F,TRUE,TRUE,canada,edmonton,YED,53.667,-113.467,2022/12/22
483982,2006/2/17,F,FALSE,FALSE,usa,oklahoma city,OKC,35.393,-97.601,2022/12/22
484418,1987/1/7,F,TRUE,FALSE,usa,new york,JFK,40.64,-73.779,2022/12/22
485393,1997/9/24,F,FALSE,FALSE,usa,new york,LGA,40.777,-73.872,2022/12/22
485505,1996/6/19,F,FALSE,FALSE,usa,phoenix,PHX,33.434,-112.008,2022/12/23
485658,1992/3/3,F,FALSE,FALSE,usa,los angeles,LAX,33.942,-118.408,2022/12/23
485780,1984/5/22,F,FALSE,TRUE,usa,el paso,BIF,31.849,-106.38,2022/12/23
485785,1993/4/8,F,FALSE,FALSE,usa,anchorage,EDF,61.251,-149.806,2022/12/23
485891,1991/1/12,F,FALSE,TRUE,usa,knoxville,TYS,35.812,-83.993,2022/12/23
486113,1975/9/7,F,TRUE,FALSE,canada,halifax,YHZ,44.881,-63.509,2022/12/23
486261,1986/8/7,F,FALSE,FALSE,usa,kansas city,MCI,39.297,-94.714,2022/12/23
486366,1976/8/12,F,TRUE,FALSE,usa,miami,TNT,25.862,-80.897,2022/12/23
486454,1978/7/26,M,TRUE,TRUE,usa,new york,LGA,40.777,-73.872,2022/12/23
