user_id,de_hour
647662,15
476124,7
602946,7
504435,8
525975,8
569923,9
509763,13
508866,10
616125,12
552440,12
535177,12
529801,16
622418,7
555997,16
525415,7
563853,12
599927,11
510134,9
538883,15
534105,8
529422,13
513826,10
574909,7
515565,10
563853,10
580515,7
596505,13
521925,10
444387,22
541150,10
521212,16
593386,16
552945,8
543976,9
548222,20
499038,7
515103,14
525089,7
525769,7
522687,16
574625,10
540580,7
541259,15
523690,9
529224,16
522323,12
511093,7
488314,16
539243,9
540614,13
577626,15
651828,9
532073,15
523335,16
540664,8
390811,9
544640,9
514899,7
528020,7
521066,7
515200,12
545629,15
562161,12
548408,15
508860,16
555499,16
514899,15
572744,8
577180,16
531006,15
510890,13
515586,15
547862,15
529501,7
724581,8
570782,7
527987,7
297546,15
587304,15
578947,11
544414,12
535135,11
598306,7
533575,14
662010,15
529023,12
437251,11
517356,10
530543,9
516808,14
530090,11
539916,7
605780,12
581666,13
548408,7
635249,12
525308,12
528657,7
489730,11
557108,13
538691,9
518044,8
560949,7
510494,7
513347,7
602769,10
538188,7
571015,14
588732,7
509421,7
563735,15
526297,11
506013,7
491930,11
546671,11
538167,11
522465,9
533411,12
517438,9
437539,14
524038,14
544254,8
520934,11
518541,9
551359,11
521066,11
581269,9
526628,9
525555,11
548961,7
557005,8
652040,13
409073,8
356046,8
626318,14
555587,9
450164,12
636874,7
617125,7
497225,11
604388,7
548488,13
513004,13
563100,7
555648,10
510452,10
416319,13
624913,12
586732,11
463783,12
532225,7
516089,13
519554,16
535047,7
540622,13
573584,10
617407,15
720819,10
205044,8
533402,16
522937,10
496382,13
510365,14
522263,16
603053,9
415282,10
577410,7
590981,11
522375,7
566366,12
507036,9
607998,7
551914,8
500078,12
695557,15
524167,12
557236,12
519769,14
505771,12
538919,9
523938,9
578120,14
571200,12
530277,13
204943,11
565114,13
500646,7
589650,13
586096,12
491241,16
515529,7
564737,11
622293,16
553791,7
541454,8
516176,12
468409,10
499633,7
535686,11
483928,16
448564,12
536241,11
517064,11
575051,7
560888,10
522981,10
530315,15
513796,8
614311,7
531073,7
527082,7
495029,7
596335,7
653838,10
543222,15
518535,7
474951,16
573153,10
536658,10
527141,8
519089,7
511326,10
557875,10
526471,10
361759,12
622464,15
542065,7
521859,15
524572,11
532119,9
512009,7
553805,8
534607,12
600018,14
490608,12
629877,10
566875,7
516841,7
510078,8
443652,14
536691,12
515306,7
520480,12
566366,7
543659,7
515271,16
540302,12
612562,7
584875,7
357737,8
571864,7
531857,14
565301,8
512976,7
532381,10
549938,10
518526,13
541249,7
524650,15
583446,7
513495,16
522476,7
512016,7
527109,16
507573,7
545132,7
577074,8
664405,13
516178,8
701565,9
546587,9
431144,8
561033,14
563201,13
540708,7
521865,13
513220,10
404879,13
541972,16
525546,11
553231,7
449980,13
531512,7
526789,7
555484,7
550426,8
515739,7
528995,16
543927,7
515058,8
519905,7
536764,7
563588,7
684543,16
597734,13
438937,7
532705,8
454616,10
426478,14
636078,15
552535,8
541262,11
522438,12
651491,7
496332,11
561653,9
508111,7
583087,9
631993,8
488009,12
555301,14
545300,14
519709,17
511140,8
534971,8
559782,8
508731,7
651675,10
566881,14
614595,7
513569,7
511677,13
565573,10
540733,12
513242,12
471186,13
522265,7
595414,10
550221,9
578929,10
567885,7
456226,16
548307,11
518324,16
552613,7
562708,7
555030,7
511379,7
515639,14
511784,7
518867,13
668677,7
532622,11
569243,13
535447,11
582343,7
587234,9
686165,16
528953,13
579707,9
622293,15
519392,12
545465,12
521033,11
484987,7
536574,7
515713,7
542451,9
521031,8
629701,7
522315,7
533199,10
522981,7
521060,13
541540,7
476956,8
550871,9
523271,13
503418,12
527396,8
564962,11
768291,7
593244,12
525102,14
595852,11
541357,21
541906,17
582768,16
551914,13
651390,8
581409,15
510044,15
399137,7
514208,11
547037,14
569236,11
528193,8
575253,7
511677,15
560213,11
501512,10
543952,13
600515,7
530687,7
507395,14
438551,7
525176,13
545577,7
612175,7
619918,14
482630,10
509242,13
565514,13
516806,11
566735,8
589758,16
549121,9
629725,7
535441,12
516965,16
482602,8
522532,16
516251,13
526540,15
555193,8
522465,7
559712,13
533396,7
568773,8
531431,13
510239,8
557876,9
551282,9
559794,9
512691,7
561033,16
515578,12
527605,16
526668,11
540502,7
488918,8
523877,15
505854,10
539953,16
468808,7
614412,11
517894,7
551359,12
517061,7
510700,7
538388,12
450193,15
565718,7
599833,12
635790,14
522233,9
549154,7
516972,7
585187,11
520244,9
503760,8
518372,11
520311,7
511331,15
586876,8
520539,20
516965,7
653838,15
511578,15
539864,16
537586,8
526570,7
528777,11
519853,8
515060,16
553151,15
608521,14
595958,14
616718,7
512303,12
553645,15
557875,7
534066,14
417679,11
547100,7
529879,13
577617,9
571243,7
524861,8
520152,7
510676,15
546419,8
811077,10
533302,10
637633,15
552861,11
504473,13
584288,13
495727,11
485544,14
517438,8
510108,14
500493,7
636102,9
555648,11
640849,11
530374,7
516211,21
502626,9
512329,16
524766,10
514457,11
546648,7
634824,8
513126,15
538608,7
535942,9
503342,14
538069,12
522634,12
581835,13
592399,14
516057,10
511433,9
491175,9
707525,14
569530,15
563254,9
589868,11
581307,13
508892,10
354950,10
510890,10
543081,7
577007,7
522898,7
515727,9
516246,7
599348,8
495029,8
578088,10
577410,9
552558,10
566992,14
514071,13
568486,8
651675,8
276512,16
520861,16
566787,11
528743,17
515802,13
549572,14
485658,7
531557,7
523158,15
586312,16
606862,7
524923,7
542658,8
421666,11
573189,7
550459,11
581685,9
522364,10
520762,14
622343,16
489785,14
586251,13
515344,7
224996,15
659161,14
639009,16
539566,7
695011,14
510494,11
573122,7
511916,8
635587,16
517871,7
573244,7
602433,11
565511,9
413658,13
529513,8
679611,12
494680,10
509903,7
659128,16
588414,7
546419,12
557815,7
549623,11
519114,13
561353,8
577617,14
536431,7
515490,7
638162,11
510048,16
614748,8
596103,8
559712,9
517076,7
565377,12
521309,9
629725,11
556347,11
512197,7
561864,12
565109,13
524358,22
632631,10
571637,10
564495,16
651201,12
583931,13
568713,7
560854,11
511469,8
554507,10
539566,8
487954,8
544480,7
354260,7
535035,7
604804,7
544495,10
590434,11
512787,10
535459,7
504371,10
536532,10
516375,11
676762,8
520373,8
518324,7
564596,9
543826,16
533211,7
521814,16
597300,7
524211,12
316527,10
190866,14
574603,13
512976,11
523474,16
488827,9
548408,16
527470,7
573670,8
528827,10
566953,7
518533,11
494463,7
584247,7
520783,7
518135,15
570226,13
587483,9
452594,9
190866,7
563335,10
517825,9
545551,10
564182,13
564430,8
530468,7
532426,22
537580,7
553139,7
535007,13
586038,14
517596,16
598233,13
531868,7
520680,13
511208,10
580611,16
544747,7
434238,7
512201,15
581679,7
542334,7
557672,14
555277,11
536651,11
636524,13
645685,10
514164,7
519014,12
505747,12
550229,12
681050,9
582011,12
531144,7
510326,7
449033,15
512204,16
523465,11
518334,11
548672,8
472446,9
565460,11
526235,7
569342,10
515684,13
563253,8
590967,14
580402,10
513322,14
521293,15
516057,13
511504,9
489953,10
558138,8
530579,7
679040,11
204997,16
693729,8
516211,11
780167,8
523841,7
600605,15
532119,8
571084,12
538677,11
652416,9
377411,7
546395,11
601917,10
639510,8
517674,9
556067,10
598945,13
508625,7
550442,12
617199,16
542153,16
549303,9
536659,12
657591,12
528061,11
530687,11
619432,8
575419,11
563592,7
566992,16
527280,12
559464,10
542767,16
312488,7
669449,7
546529,7
690422,16
520497,9
539917,15
515578,8
517894,13
515085,11
584530,10
524251,12
657591,7
516006,14
509626,11
575576,7
523845,16
540014,15
489844,8
529421,7
522062,15
521392,7
540733,15
508050,7
597954,14
439363,8
556043,11
537066,15
181157,11
511936,14
538069,7
724581,10
522441,7
572489,8
524167,7
580460,12
490107,11
566861,7
531921,16
525488,15
611887,11
646455,8
498154,7
562275,10
399799,15
555563,16
491559,9
581120,7
566762,7
519171,7
584288,8
361459,15
600930,12
584875,13
567432,9
539338,7
537212,7
472966,8
476693,8
587538,7
520745,15
550019,7
555186,12
523090,8
552661,8
608086,8
576169,8
515764,11
530427,10
550459,13
517847,7
510944,14
657629,12
454264,9
493409,8
582446,7
646455,7
543900,7
467809,15
519694,7
535644,8
544513,12
572554,11
665505,7
522265,9
535024,7
632425,10
548190,9
651193,13
555492,10
638162,8
538084,10
513164,15
552613,12
564596,14
652359,10
517284,11
545300,12
511851,9
527467,12
586820,12
512610,15
512418,15
544391,9
480313,12
595123,7
506250,7
576833,10
522441,13
514300,13
458762,15
579307,8
736075,7
531427,16
566336,11
553754,12
516211,7
513613,10
521060,11
512904,7
531868,14
549251,8
524805,8
572908,7
518954,16
552573,8
505358,7
522981,16
504936,7
615922,8
540180,10
528242,10
518870,7
705215,7
519446,13
572529,10
534742,7
511943,8
560991,12
526729,16
528490,7
530645,14
517076,8
512302,16
699411,7
517579,7
517491,14
531557,16
558202,7
516061,9
515200,7
532912,11
522086,7
403881,12
538214,8
530199,12
548653,11
623087,8
553938,14
600287,13
548222,10
552732,7
560991,13
550904,11
555310,8
485544,8
347778,14
525684,11
567243,7
516177,7
550028,16
534798,8
584247,13
517772,7
531016,9
522631,7
533990,9
605558,7
702877,7
595123,17
511772,11
569342,13
524929,11
533656,12
533123,7
507753,7
524038,12
540199,14
645168,12
496016,8
620274,10
518535,13
595958,10
487637,10
630609,9
566061,10
547150,10
483480,7
531109,10
511862,12
517676,7
581365,8
546587,8
226367,7
571913,9
516789,7
695557,13
518907,7
531739,14
582995,14
528186,14
543273,10
529972,10
561243,7
525102,13
523271,16
514526,10
599649,10
522937,15
568105,7
689624,9
535447,7
545327,14
515739,12
599244,11
577089,10
620972,9
564052,7
545317,16
567431,16
514951,13
589812,7
510343,10
623972,14
513227,8
654395,7
515941,12
538691,7
411701,9
573010,10
520170,7
518894,7
554413,12
567778,7
548222,11
598590,8
542805,11
476535,14
527393,9
548408,12
537393,12
489844,11
504916,11
579065,12
527824,9
551116,10
500972,12
521065,7
290123,12
522970,7
533542,15
683014,13
443453,8
535051,11
538216,7
511554,7
504786,16
584844,8
527109,7
538321,7
541112,7
547663,11
554217,10
552760,15
597029,10
545879,7
497225,7
593385,7
524980,7
531777,7
593910,7
517142,15
620972,7
521474,9
519211,12
534295,14
614165,7
536641,7
526855,7
529801,7
512888,7
535885,12
561243,8
570746,15
427506,7
546334,15
535365,7
587675,16
527605,14
524572,12
472394,7
452612,13
541289,7
531615,14
651193,10
478228,7
373489,9
580211,9
519787,7
604355,7
472785,16
521719,7
522457,15
542767,12
516117,7
540319,14
468801,7
543810,7
523395,11
520177,10
549281,10
518751,12
521510,14
602476,7
516301,9
533537,7
581111,15
610806,7
519664,7
523800,10
515580,11
620300,7
533613,7
519982,22
583499,11
476104,16
458919,15
638598,15
459229,9
511884,9
567563,15
515684,7
513103,7
538426,8
471077,11
512587,7
625703,7
575055,7
573427,15
529424,12
555310,15
559345,16
541289,10
566787,10
601158,9
510188,7
513761,16
716801,17
553985,13
546131,7
528122,15
560291,7
519285,8
610338,13
523335,11
536066,11
488974,10
514867,7
528735,13
563731,12
681581,7
174997,9
407250,7
559936,12
532063,12
564962,10
526959,7
541734,13
530365,9
509645,16
542027,7
590202,16
521491,11
510163,12
522263,13
566096,10
570821,15
532233,15
564792,7
544683,16
516694,8
531144,13
525804,14
524043,9
587899,14
527585,7
648983,7
552643,13
611583,10
494704,7
665329,12
584912,15
523700,10
559068,7
590473,9
578993,10
548988,14
557036,14
710489,16
566815,16
663017,7
527782,7
538388,13
538976,9
526950,10
581085,7
548635,9
526495,10
616491,7
557282,11
532365,7
586850,10
530743,14
529879,11
558138,10
801660,8
695557,11
519626,8
508546,7
512301,16
627158,7
516061,7
590404,16
520250,8
539320,7
628570,16
503277,16
523717,15
519848,10
490358,12
513005,9
522745,10
524849,12
646937,7
559537,8
513422,11
405305,16
517330,7
511125,7
577915,7
539936,16
535060,7
510070,17
517370,11
543385,11
559324,8
518092,11
582636,16
552372,9
540572,11
541389,13
547606,10
622813,12
659360,21
537177,16
584134,10
545652,16
526570,15
532607,15
534903,7
530724,7
536467,7
513089,16
531739,10
532159,12
509435,7
605780,8
538260,7
508940,7
612562,11
603592,7
590095,14
445351,14
374340,12
434623,15
530039,8
560273,15
534351,15
514515,13
505062,12
530463,14
598881,12
544495,16
524606,10
559695,12
481622,9
535099,12
581005,14
542937,12
547150,7
545763,22
443453,7
549611,9
513220,16
505941,7
629812,7
578872,13
510227,9
613921,8
530978,9
590434,7
592221,7
583087,14
520277,16
561846,11
529845,9
534295,15
674375,7
512596,7
541262,13
515421,13
519896,8
523209,8
531789,15
514627,7
497915,8
552642,7
537834,16
548653,10
529887,7
550134,7
514460,10
510779,10
520063,16
527158,13
563731,8
541047,12
525410,8
603440,7
562490,13
575823,10
545012,7
528455,9
528490,16
495482,8
539558,10
518954,7
543660,21
512945,14
521070,10
522809,15
635303,7
644870,8
522457,7
509413,12
559772,13
528661,7
617878,16
518211,8
751545,9
591582,8
532500,14
635249,7
382181,13
622248,7
534607,7
511125,8
421247,7
583454,15
541540,15
573040,7
510134,7
523465,7
514342,15
544469,14
551665,11
570746,7
509826,13
513625,10
514515,14
533782,7
439120,7
565301,16
572669,8
493177,11
487715,8
229330,7
522457,11
532258,11
382181,7
695011,8
539868,7
552732,12
425953,7
518516,12
478801,9
509598,9
792549,7
529768,12
531031,18
551718,8
516216,15
510815,12
555186,7
508144,7
570601,10
563507,11
461791,8
543081,9
523513,10
445351,12
542585,14
538319,7
608727,7
508360,13
560511,14
496016,12
491003,12
541967,7
507273,7
592445,13
447053,13
432941,7
517545,11
575908,10
459645,7
525631,10
497615,10
514980,13
536229,9
514076,14
599437,7
518743,7
522513,8
563410,7
664617,16
520885,7
506427,14
520745,9
681050,7
545803,11
536659,10
560627,12
510369,8
649081,7
517961,7
513967,7
572428,7
602323,7
646257,7
570782,14
536641,15
664663,11
541389,14
489949,7
510815,8
616752,7
510841,15
187212,7
524663,16
488827,8
511418,16
488314,8
494463,14
586672,15
627436,14
461559,11
506858,15
511778,11
540319,9
552440,8
552945,13
428858,14
518281,8
577915,13
521152,8
547342,8
598911,7
534903,13
496016,10
651613,7
539140,16
524412,7
618266,7
513796,16
512671,10
511440,7
520291,15
681720,7
570436,8
619321,7
541438,11
540302,8
526668,7
629877,8
541901,16
569534,12
513237,8
564606,7
512028,7
541931,15
571523,7
495272,8
538084,9
603345,11
482744,7
516273,11
546888,8
630039,9
511726,7
575561,7
559107,9
560374,7
508153,9
609167,9
536313,11
545011,14
569082,8
533497,7
565514,8
586471,13
667718,10
561642,7
609673,14
565459,7
530754,16
592372,15
517158,7
545758,14
509903,8
497077,14
625030,12
537412,11
524484,15
510163,7
497475,12
646405,7
514638,8
531744,15
519799,8
512302,7
527518,16
511613,7
525201,13
566998,9
525244,14
536843,7
495727,12
483483,7
523807,7
530329,9
522687,13
527038,7
590077,8
541150,8
520411,7
671151,8
615266,14
596856,8
514002,12
567172,7
643469,15
509282,9
547568,7
530950,13
618063,7
530223,16
547512,7
568121,14
612220,8
537770,8
531471,7
474951,11
796032,17
509346,11
520152,10
509453,13
471687,7
532106,13
555478,8
515688,7
494294,7
536656,15
513026,13
558786,7
503621,12
521044,9
459229,12
648379,11
517397,9
557794,15
520248,15
582664,16
592371,13
526867,9
487040,7
316527,7
540614,7
516833,13
540572,14
458688,14
521293,9
496899,16
695557,16
517700,16
589404,13
551217,16
550805,8
521509,15
551549,7
510944,7
600011,11
511577,7
542015,14
290123,7
480331,10
532410,14
519532,9
538260,15
511424,7
527451,10
593494,14
511800,7
565467,10
553017,11
607152,13
507395,7
546050,7
598590,15
601894,7
582979,14
604355,15
543716,16
498363,14
514981,12
516092,13
516283,18
521743,7
541672,15
510134,13
502210,7
519079,7
579589,8
511326,7
545551,13
515727,12
519596,7
514337,7
531009,7
548256,15
548587,10
529695,11
581239,9
560367,7
656873,8
546612,7
514526,15
380434,7
527944,7
532651,7
541357,10
635300,16
418692,13
565251,7
530775,16
609800,14
