user_id,age,gender,married,has_children,home_country,home_city,home_airport_lat,home_airport_lon,sessions,clicks,flight_times,avg_checked_bag,total_flight_distance_km,use_flight_discount_times,total_flight_fee,last_minuten,user_non_america_flights,avg_nights,avg_rooms,max_nights,use_hotel_discount_times,total_hotel_fee,trips,flight_booking_count,room_booking_count
354311,46,F,TRUE,FALSE,usa,tucson,32.166,-110.883,8,98,1,1,12247.229,0,1072.89,,,3,1,3,0,97,1,1,1
354950,53,M,TRUE,FALSE,usa,amarillo,35.219,-101.706,8,100,1,1,4926.112,0,460.54,,,6,1,6,0,127,1,1,1
356046,34,F,FALSE,FALSE,canada,ottawa,45.323,-75.669,8,101,2,0,7587.965,0,783.81,,,2,2,3,0,195,2,2,2
357737,41,F,TRUE,TRUE,usa,san diego,32.733,-117.189,8,419,3,0,22020.327,0,1959.7,,,3,1,7,2,319.7,4,3,4
359072,51,F,TRUE,TRUE,canada,montreal,45.468,-73.741,8,318,2,1,1539.063,0,133.15,,,2,1,2,0,330,2,2,2
359080,42,F,TRUE,FALSE,usa,new york,40.64,-73.779,8,126,4,1,36941.282,0,5153.56,,1,2,1,3,0,677,2,2,2
359653,55,M,FALSE,FALSE,canada,victoria,48.647,-123.426,8,127,2,1,8954.399,0,784.33,,,2,1,2,1,183.4,2,2,2
361459,41,F,TRUE,TRUE,usa,houston,29.607,-95.159,8,59,1,1,4579.194,0,393.91,,,1,1,1,0,165,1,1,1
361759,52,F,TRUE,FALSE,canada,winnipeg,49.91,-97.234,9,139,3,1,18091.793,0,1660.59,,,1,1,2,1,179.15,3,3,3
363535,31,F,FALSE,FALSE,usa,charlotte,35.214,-80.943,8,248,2,1,5498.907,1,300.35,,,3,2,5,0,194,2,2,2
365825,45,F,FALSE,FALSE,usa,los angeles,33.942,-118.408,8,355,1,1,760.046,0,64.63,,,10,1,10,0,95,1,1,1
371201,28,M,FALSE,TRUE,usa,new york,40.64,-73.779,8,105,1,3,2134.534,0,199.47,,,,,,,,,,
372970,34,F,FALSE,FALSE,usa,charlotte,35.214,-80.943,8,100,2,1,14828.146,0,1293.3,,,1,1,1,0,408,2,2,2
373489,37,F,TRUE,TRUE,usa,wichita,37.65,-97.433,9,118,1,3,20576.28,1,1862.83,,1,12,2,12,0,51,1,1,1
374331,42,M,FALSE,FALSE,usa,milwaukee,42.947,-87.896,8,338,,,,,,,,12,2,12,0,280,1,,1
374340,35,F,TRUE,FALSE,usa,new york,40.777,-73.872,9,78,1,1,22022.556,0,3966.19,,1,,,,,,,,
374341,25,F,FALSE,FALSE,usa,detroit,42.238,-83.53,8,105,,,,,,,,8,2,9,0,457,3,,3
375160,20,F,FALSE,FALSE,usa,houston,29.607,-95.159,8,41,,,,,,,,,,,,,,,
375729,53,F,FALSE,FALSE,usa,atlanta,33.64,-84.427,8,142,3,1,11130.518,2,369.63,,,2,1,3,0,814,3,3,3
375751,50,F,TRUE,FALSE,usa,cleveland,41.412,-81.85,8,192,3,1,8209.19,0,707.56,,,3,1,3,0,333,2,2,2
376159,42,F,FALSE,FALSE,usa,long beach,33.818,-118.151,8,102,1,1,4439.404,0,367.24,,,3,1,4,0,255,2,1,2
377069,68,F,TRUE,FALSE,usa,new york,40.777,-73.872,8,260,,,,,,,,,,,,,,,
377411,38,F,TRUE,FALSE,canada,montreal,45.68,-74.039,8,118,2,0,6249.581,1,934.15,,,3,2,3,0,227,2,2,2
378565,40,F,TRUE,TRUE,usa,nashville,36.124,-86.678,8,136,2,1,8245.175,1,514.43,1,,9,2,20,0,723,5,2,5
379543,56,F,TRUE,FALSE,usa,san jose,37.362,-121.929,8,104,2,1,13611.069,0,1155.12,,,2,1,4,0,695,3,3,3
380434,50,F,TRUE,TRUE,usa,oklahoma city,35.415,-97.386,8,114,3,1,11110.501,1,666.03,,,3,1,4,0,795,3,3,3
380436,44,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,107,1,1,1134.486,0,113.25,,,4,1,4,1,16.5,1,1,1
380757,46,F,FALSE,TRUE,usa,los angeles,33.942,-118.408,8,122,3,1,5470.206,0,495.62,,,5,1,12,1,268.65,3,3,3
380874,54,F,TRUE,FALSE,usa,louisville,38.228,-85.664,8,117,3,1,8537.427,0,840.25,,,2,1,3,3,106.5,3,3,3
380949,46,F,FALSE,FALSE,usa,san antonio,29.534,-98.47,8,432,4,1,15714.185,0,1517.09,,,3,1,3,0,678,3,3,3
381259,21,F,FALSE,TRUE,usa,san diego,32.733,-117.189,8,97,1,1,7309.595,0,719.48,,,1,1,1,0,68,1,1,1
381465,33,F,FALSE,FALSE,usa,san antonio,29.534,-98.47,8,245,1,0,3336.832,0,324.87,,,11,1,25,0,468,3,1,3
382181,36,F,TRUE,FALSE,canada,halifax,44.881,-63.509,8,106,2,1,11778.961,0,1073.04,,,2,1,4,0,416,2,2,2
382384,57,F,TRUE,FALSE,usa,st. petersburg,27.911,-82.687,8,75,1,1,2459.33,0,228.63,,,0,1,0,0,156,1,1,1
382533,18,F,FALSE,FALSE,usa,long beach,33.818,-118.151,8,70,,,,,,,,,,,,,,,
385689,49,F,FALSE,TRUE,usa,nashville,36.124,-86.678,8,92,3,1,11402.195,1,795.11,,,4,2,8,0,748,4,3,4
386255,32,F,FALSE,TRUE,usa,mobile,30.626,-88.068,8,64,,,,,,,,4,2,4,0,268,1,,1
386469,17,F,FALSE,FALSE,usa,stockton,37.894,-121.239,9,95,,,,,,,,,,,,,,,
386914,46,F,TRUE,TRUE,canada,hamilton,43.173,-79.935,8,294,1,1,1318.153,0,134.71,,,2,1,2,1,32.1,1,1,1
387282,30,F,FALSE,TRUE,usa,amarillo,35.219,-101.706,8,87,,,,,,,,4,3,4,1,33,1,,1
387783,53,M,TRUE,TRUE,usa,oakland,37.721,-122.221,8,87,1,0,4715.471,0,431.26,,,5,2,13,0,566,3,1,3
388328,50,F,TRUE,TRUE,canada,toronto,43.677,-79.631,9,135,3,1,14815.123,0,1240.7,,,5,1,10,1,683.1,5,3,5
388767,44,F,TRUE,TRUE,usa,tallahassee,30.396,-84.35,8,104,1,1,4199.312,0,372.34,,,10,1,10,0,189,1,1,1
388947,40,M,FALSE,FALSE,usa,new york,40.777,-73.872,9,112,3,1,14054.078,1,692.93,,,2,1,2,0,342,2,2,2
389434,42,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,444,3,1,19930.578,1,1346.11,1,,2,1,3,0,678,4,4,4
389662,38,F,FALSE,FALSE,usa,fresno,36.776,-119.718,8,146,2,1,7568.7,1,398.13,,,2,1,2,0,519,3,2,3
389759,33,F,FALSE,TRUE,usa,anchorage,61.174,-149.996,8,156,3,1,27584.709,1,2392.16,,,2,2,4,0,560,3,3,3
390811,40,F,FALSE,FALSE,usa,los angeles,33.942,-118.408,8,132,3,1,12500.552,0,1099.02,,,4,1,6,0,402,3,3,3
392453,58,F,FALSE,FALSE,usa,el paso,31.807,-106.378,8,78,1,1,4775.416,1,19.7,,,11,1,11,0,106,1,1,1
395202,26,F,FALSE,FALSE,usa,san jose,37.362,-121.929,8,71,,,,,,,,13,1,13,0,228,1,,1
395981,51,F,TRUE,FALSE,canada,vancouver,49.195,-123.182,8,101,3,1,16605.239,1,1066.83,,,1,2,1,0,1036,3,3,3
396552,45,F,TRUE,FALSE,canada,london,43.036,-81.154,8,109,3,1,9001.034,0,824.85,,,1,1,1,0,699,4,4,4
399137,53,F,TRUE,FALSE,usa,dallas,32.847,-96.852,8,155,2,1,8605.303,0,831.47,,,4,2,6,0,784,4,2,4
399218,44,F,TRUE,TRUE,usa,fort worth,32.82,-97.362,8,121,2,1,5283.311,0,487.9,,,2,1,2,0,123,1,1,1
399799,55,F,TRUE,FALSE,canada,toronto,43.627,-79.396,8,126,4,1,16213.805,0,1361.2,,,2,1,6,0,365,4,4,4
400275,56,F,TRUE,TRUE,usa,phoenix,33.535,-112.383,8,99,2,1,12200.956,2,201.11,,,4,1,4,0,263,1,1,1
400582,32,F,TRUE,FALSE,usa,chicago,41.979,-87.904,8,125,2,0,7286.354,1,460.3,,,3,1,4,0,1082,4,3,4
400899,45,F,TRUE,FALSE,canada,quebec,46.788,-71.398,8,255,2,1,10878.515,0,1092.01,,,4,2,5,0,590,3,3,3
401245,28,F,FALSE,FALSE,usa,omaha,41.118,-95.913,8,120,3,0,11133.847,1,622.11,,,3,1,4,0,254,2,2,2
402332,32,F,FALSE,FALSE,usa,sacramento,38.667,-121.401,8,137,2,0,8222.596,1,331.15,,,1,2,1,1,13.9,2,2,2
402978,51,F,TRUE,FALSE,usa,milwaukee,42.947,-87.896,8,115,4,1,15955.855,1,1240.07,,,3,1,5,0,543,4,4,4
403881,44,F,FALSE,FALSE,usa,san diego,32.699,-117.215,8,133,3,1,19822.368,0,2971.67,,,3,2,6,0,584,4,4,4
404879,39,F,TRUE,FALSE,usa,newark,40.692,-74.169,8,127,4,1,10455.022,0,1046.88,,,4,2,5,0,739,3,3,3
405305,45,F,TRUE,TRUE,usa,san francisco,37.619,-122.375,9,139,3,1,14571.628,0,1615.6,,,1,2,2,0,780,3,3,3
406210,21,F,FALSE,TRUE,usa,anchorage,61.174,-149.996,8,93,2,1,13273.29,0,1190.81,,1,7,1,13,0,334,2,2,2
407118,52,F,TRUE,FALSE,usa,new york,40.64,-73.779,8,112,2,1,5041.618,0,454.02,,,4,1,4,0,474,2,2,2
407250,36,F,FALSE,FALSE,usa,laredo,27.544,-99.461,8,143,4,1,21795.318,0,1914.57,,,3,1,4,0,325,3,3,3
407275,42,F,FALSE,FALSE,usa,philadelphia,40.082,-75.011,8,126,4,1,8532.732,0,746.95,,,5,1,10,0,500,3,3,3
407434,52,F,TRUE,TRUE,canada,halifax,44.64,-63.499,8,62,,,,,,,,9,2,9,0,177,1,,1
407642,29,F,FALSE,FALSE,canada,hamilton,43.173,-79.935,8,111,2,0,5212.348,0,469.77,,,1,1,2,0,484,2,2,2
408551,43,F,TRUE,TRUE,usa,chicago,42.422,-87.868,9,93,2,1,6980.85,0,647.39,,,2,1,4,0,368,2,2,2
409073,42,F,TRUE,FALSE,usa,sacramento,38.667,-121.401,8,178,3,1,18107.176,0,1578.56,,,2,1,2,0,522,3,3,3
411179,51,F,FALSE,FALSE,usa,san jose,37.362,-121.929,8,366,1,1,5234.801,1,50.74,,,8,2,14,0,298,2,1,2
411701,40,F,FALSE,FALSE,canada,calgary,51.114,-114.02,8,157,1,1,6554.224,0,578.27,,,1,1,1,0,316,2,1,2
413128,29,F,FALSE,FALSE,canada,hamilton,43.173,-79.935,10,161,4,1,7574.109,1,262.6,,,6,2,15,1,1258.2,5,4,5
413340,47,F,TRUE,TRUE,usa,nashville,36.124,-86.678,8,120,3,1,6032.515,0,532.06,,,8,1,8,0,137,1,1,1
413418,54,F,FALSE,FALSE,usa,knoxville,35.812,-83.993,8,98,1,2,4160.954,0,580.67,,,3,2,6,0,73,2,1,2
413658,51,F,TRUE,TRUE,usa,philadelphia,40.082,-75.011,8,180,1,1,2171.749,0,189.04,,,3,2,5,0,243,2,1,2
414128,28,F,FALSE,FALSE,usa,seattle,47.53,-122.302,9,136,2,1,17935.766,0,2895.65,,,3,2,7,1,1168.2,4,3,4
415282,42,F,TRUE,TRUE,usa,portland,43.646,-70.309,8,93,2,0,9205.532,0,2281.88,,,4,2,4,0,304,2,2,2
415381,46,F,TRUE,FALSE,usa,chicago,42.422,-87.868,8,108,3,1,5424.096,0,451.21,,,3,1,4,0,239,2,2,2
415581,42,F,TRUE,FALSE,usa,new york,40.64,-73.779,8,113,3,1,11363.414,0,1059.77,,,6,1,10,0,636,3,3,3
416319,55,F,TRUE,FALSE,usa,new york,40.777,-73.872,8,220,2,1,2130.31,0,147.6,,,1,1,1,0,219,2,2,2
416580,43,F,FALSE,FALSE,usa,fort worth,32.82,-97.362,8,320,3,1,10213.326,0,1225.35,,,1,2,2,1,393.9,3,3,3
417679,37,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,141,3,1,21917.897,1,1511.49,,,3,1,4,2,481.95,4,4,4
418329,49,M,FALSE,TRUE,usa,detroit,42.409,-83.01,8,169,3,1,4950.644,1,179.72,,,9,1,18,1,253.85,3,3,3
418488,38,F,TRUE,FALSE,canada,toronto,43.677,-79.631,8,197,3,1,16596.779,0,1411.6,1,,4,1,6,0,702,4,4,4
418692,39,F,FALSE,FALSE,usa,fort worth,32.82,-97.362,10,312,1,1,6131.539,1,687.43,,,1,2,2,1,177.45,2,2,2
420648,53,F,TRUE,TRUE,usa,portland,45.589,-122.597,8,95,2,0,15317.079,2,108.91,,,6,1,6,0,508,2,1,2
420669,51,F,TRUE,TRUE,canada,calgary,51.114,-114.02,8,508,1,1,6554.224,0,597.15,,,6,1,11,0,246,2,1,2
421247,42,F,TRUE,TRUE,usa,memphis,35.042,-89.977,8,179,4,1,8413.866,0,709.59,,,2,1,3,2,536.05,4,4,4
421515,31,F,FALSE,FALSE,canada,winnipeg,50.056,-97.032,8,180,2,1,7436.739,0,675.1,,,1,1,1,1,243.95,2,2,2
421666,30,F,FALSE,TRUE,usa,washington,38.944,-77.456,8,369,1,1,7348.075,0,545.17,,,1,1,1,0,79,1,1,1
421700,41,F,FALSE,TRUE,usa,richmond,37.505,-77.319,8,141,2,0,11417.061,1,631.27,,,5,2,6,1,163.85,3,3,3
421870,30,M,TRUE,TRUE,usa,little rock,34.729,-92.224,8,132,3,3,39550.396,2,21604.27,,1,3,1,3,0,552,2,2,2
422066,55,F,TRUE,TRUE,usa,cincinnati,39.046,-84.662,8,142,3,2,13237.864,1,1489.65,,,5,2,13,0,559,4,4,4
422668,18,F,FALSE,FALSE,usa,houston,29.645,-95.279,8,101,,,,,,,,,,,,,,,
423042,43,F,FALSE,TRUE,canada,ottawa,45.323,-75.669,8,251,2,1,8080.11,0,673.1,,,3,1,4,1,453.3,4,2,4
423413,18,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,133,,,,,,,,20,2,20,0,269,1,,1
424553,49,F,TRUE,FALSE,usa,oklahoma city,35.415,-97.386,8,216,1,1,4280.899,0,393.35,,,6,1,9,0,377,3,1,3
425632,45,F,TRUE,FALSE,usa,tampa,27.849,-82.521,8,90,1,1,9994.278,0,888.98,,,5,1,9,0,296,2,1,2
425653,20,M,FALSE,TRUE,usa,portland,45.589,-122.597,8,97,,,,,,,,,,,,,,,
425953,38,F,TRUE,FALSE,usa,nashville,36.124,-86.678,8,181,4,0,6277.833,1,593.26,,,2,2,3,1,292.35,4,4,4
425966,56,F,TRUE,FALSE,usa,las vegas,36.08,-115.152,8,94,2,1,14132.285,0,1318.67,,,2,1,3,0,289,2,2,2
426478,25,F,FALSE,FALSE,canada,hamilton,43.173,-79.935,8,148,,,,,,,,9,1,9,1,11.9,1,,1
427426,36,F,FALSE,FALSE,usa,san diego,32.733,-117.189,8,121,3,1,8870.971,0,728.65,,,1,1,2,0,116,2,2,2
427506,55,F,TRUE,TRUE,usa,norfolk,36.894,-76.201,8,324,2,1,1865.677,1,101,,,1,1,1,1,291.8,2,2,2
428056,37,M,FALSE,FALSE,canada,vancouver,49.195,-123.182,8,139,4,0,26847.182,0,2377.27,,,3,1,6,0,593,3,3,3
428552,37,F,TRUE,FALSE,usa,new york,40.777,-73.872,8,102,2,0,9102.238,1,507.53,,,2,1,2,0,494,2,2,2
428858,21,F,FALSE,FALSE,usa,san diego,32.699,-117.215,8,372,1,1,7863.602,0,689.01,,,6,1,8,0,562,2,1,2
429345,66,M,TRUE,TRUE,usa,tallahassee,30.396,-84.35,8,136,,,,,,,,6,1,6,0,119,1,,1
429375,34,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,268,2,1,4077.79,0,377.23,,,2,1,2,0,444,2,2,2
430722,28,M,FALSE,FALSE,usa,mobile,30.626,-88.068,8,326,2,1,4461.942,1,221.11,,,3,1,3,1,122.8,2,2,2
431144,51,F,TRUE,FALSE,usa,cincinnati,39.046,-84.662,8,103,1,0,2669.514,0,227.82,,,5,1,7,1,198,2,1,2
431337,38,F,FALSE,FALSE,usa,miami,25.793,-80.291,8,125,3,1,14219.843,0,1208.66,,,2,1,3,0,639,3,3,3
431602,37,F,FALSE,FALSE,usa,tacoma,47.138,-122.476,8,359,1,1,15614.063,1,1395.69,,,2,2,3,1,118.9,2,2,2
431746,40,F,FALSE,FALSE,usa,des moines,41.534,-93.663,8,75,1,2,3018.524,0,550.16,,,1,2,1,1,5.45,1,1,1
431899,44,F,TRUE,FALSE,usa,seattle,47.449,-122.309,8,247,,,,,,,,,,,,,,,
431912,35,F,FALSE,TRUE,usa,detroit,42.409,-83.01,8,82,1,1,1585.579,0,295.89,,,,,,,,,,
432333,50,F,TRUE,TRUE,usa,milwaukee,42.947,-87.896,8,120,1,1,5924.82,0,515.36,,,5,1,5,1,233.8,2,1,2
432637,37,F,FALSE,TRUE,usa,san antonio,29.534,-98.47,8,119,3,1,13973.87,0,1292.7,,,2,1,4,1,254.5,3,3,3
432941,40,F,FALSE,FALSE,usa,anchorage,61.214,-149.846,8,156,3,1,22978.422,0,3097.72,,,5,2,9,0,462,4,3,4
433080,44,F,TRUE,FALSE,usa,colorado springs,38.806,-104.7,8,158,4,1,13408.147,0,1350.21,,,3,2,6,1,210.7,4,4,4
